symbol,ds,current_variable_debt
USDT,2021-11-13,643871738.667125
USDT,2021-11-12,667680950.545886
USDT,2021-11-11,637382339.828942
USDT,2021-11-10,642988225.380943
USDT,2021-11-09,687116369.069097
USDT,2021-11-08,647685403.899256
USDT,2021-11-07,621137460.305724
USDT,2021-11-06,578737509.05105
USDT,2021-11-05,654806132.824482
USDT,2021-11-04,601383491.738563
USDT,2021-11-03,621040548.490402
USDT,2021-11-02,637265843.348423
USDT,2021-11-01,641197501.09691
USDT,2021-10-31,612733452.031861
USDT,2021-10-30,637641677.508332
USDT,2021-10-29,745026013.030425
USDT,2021-10-28,703288880.797822
USDT,2021-10-27,700994704.608702
USDT,2021-10-26,677222619.526295
USDT,2021-10-25,626769952.48716
USDT,2021-10-24,621397624.114091
USDT,2021-10-23,619270939.47613
USDT,2021-10-22,622513783.390004
USDT,2021-10-21,617631408.148674
USDT,2021-10-20,663802320.849283
USDT,2021-10-19,650464264.876022
USDT,2021-10-18,648375293.95726
USDT,2021-10-17,647626207.562521
USDT,2021-10-16,649640796.902269
USDT,2021-10-15,593190511.336512
USDT,2021-10-14,637398754.291264
USDT,2021-10-13,563990503.539943
USDT,2021-10-12,560530364.994938
USDT,2021-10-11,637779604.151553
USDT,2021-10-10,626345981.782557
USDT,2021-10-09,623980913.343493
USDT,2021-10-08,625498733.936716
USDT,2021-10-07,635863788.071967
USDT,2021-10-06,626491022.409923
USDT,2021-10-05,616038606.773791
USDT,2021-10-04,613981858.411831
USDT,2021-10-03,616037351.163762
USDT,2021-10-02,636688631.953078
USDT,2021-10-01,640762875.547312
USDT,2021-09-30,644550098.876374
USDT,2021-09-29,574231901.319651
USDT,2021-09-28,595536772.502163
USDT,2021-09-27,590937198.6573
USDT,2021-09-26,586758481.611225
USDT,2021-09-25,586057358.174052
USDT,2021-09-24,585443148.365313
USDT,2021-09-23,627024444.049827
USDT,2021-09-22,601888040.695518
USDT,2021-09-21,601682999.571551
USDT,2021-09-20,617171266.395861
USDT,2021-09-19,635757768.938425
USDT,2021-09-18,639537921.395657
USDT,2021-09-17,630534066.353468
USDT,2021-09-16,597997900.151679
USDT,2021-09-15,567037683.705947
USDT,2021-09-14,567893711.132971
USDT,2021-09-13,563333362.43263
USDT,2021-09-12,583195755.274778
USDT,2021-09-11,597083894.309993
USDT,2021-09-10,601501821.08249
USDT,2021-09-09,597751165.063574
USDT,2021-09-08,599474053.949744
USDT,2021-09-07,655584438.937867
USDT,2021-09-06,685543900.100315
USDT,2021-09-05,670339731.049284
USDT,2021-09-04,651316188.183255
USDT,2021-09-03,673275455.626184
USDT,2021-09-02,654817224.534201
USDT,2021-09-01,624542252.539178
USDT,2021-08-31,622262113.073762
USDT,2021-08-30,599988222.687201
USDT,2021-08-29,597863465.413961
USDT,2021-08-28,596292767.948887
USDT,2021-08-27,570006460.216037
USDT,2021-08-26,567158155.746689
USDT,2021-08-25,566863236.678215
USDT,2021-08-24,566816630.002655
USDT,2021-08-23,605598431.821532
USDT,2021-08-22,536935353.613204
USDT,2021-08-21,515083334.413107
USDT,2021-08-20,531305098.69363
USDT,2021-08-19,481533412.549434
USDT,2021-08-18,477099959.093063
USDT,2021-08-17,499642888.521319
USDT,2021-08-16,474006618.311833
USDT,2021-08-15,547875632.442915
USDT,2021-08-14,573263450.626794
USDT,2021-08-13,571392733.855979
USDT,2021-08-12,529137331.88193
USDT,2021-08-11,542859473.614396
USDT,2021-08-10,543048655.95333
USDT,2021-08-09,525438221.747777
USDT,2021-08-08,520789269.284474
USDT,2021-08-07,514625885.491458
USDT,2021-08-06,515692519.755014
USDT,2021-08-05,510498384.975991
USDT,2021-08-04,506388636.547237
USDT,2021-08-03,505515467.429049
USDT,2021-08-02,487274891.769903
USDT,2021-08-01,477977187.216497
USDT,2021-07-31,463912710.870253
USDT,2021-07-30,479482562.989237
USDT,2021-07-29,477697048.667049
USDT,2021-07-28,472613707.053784
USDT,2021-07-27,475646168.518248
USDT,2021-07-26,453410110.719713
USDT,2021-07-25,415259807.828449
USDT,2021-07-24,412565476.987922
USDT,2021-07-23,409432205.5389
USDT,2021-07-22,411166679.029944
USDT,2021-07-21,392638015.942941
USDT,2021-07-20,391180159.613428
USDT,2021-07-19,388475018.95924
USDT,2021-07-18,385889270.686613
USDT,2021-07-17,387036362.148576
USDT,2021-07-16,385593223.34487
USDT,2021-07-15,387248187.459604
USDT,2021-07-14,387397070.974473
USDT,2021-07-13,383832503.428098
USDT,2021-07-12,384044182.229907
USDT,2021-07-11,382889121.966502
USDT,2021-07-10,382473046.375786
USDT,2021-07-09,382364985.283936
USDT,2021-07-08,377272468.68902
USDT,2021-07-07,379661469.67593
USDT,2021-07-06,337111389.018787
USDT,2021-07-05,346782978.605725
USDT,2021-07-04,348411094.376071
USDT,2021-07-03,343270653.204666
USDT,2021-07-02,342099528.610452
USDT,2021-07-01,341067943.115494
USDT,2021-06-30,340792820.856536
USDT,2021-06-29,329976142.389577
USDT,2021-06-28,314397057.381744
USDT,2021-06-27,295556868.904237
USDT,2021-06-26,295665931.342351
USDT,2021-06-25,297628080.554793
USDT,2021-06-24,319137608.195107
USDT,2021-06-23,318209572.45129
USDT,2021-06-22,313379179.006096
USDT,2021-06-21,325801406.409827
USDT,2021-06-20,392450062.297837
USDT,2021-06-19,397105993.768675
USDT,2021-06-18,370186875.686021
USDT,2021-06-17,376688295.535053
USDT,2021-06-16,376993628.571207
USDT,2021-06-15,381681418.42847
USDT,2021-06-14,371058052.574001
USDT,2021-06-13,374416890.843522
USDT,2021-06-12,376351223.966633
USDT,2021-06-11,380270346.387854
USDT,2021-06-10,326515955.62087
USDT,2021-06-09,417686647.372926
USDT,2021-06-08,416204882.583228
USDT,2021-06-07,423672293.38563
USDT,2021-06-06,426163869.469056
USDT,2021-06-05,421005256.224896
USDT,2021-06-04,421666967.22787
USDT,2021-06-03,426588835.515386
USDT,2021-06-02,425803722.117911
USDT,2021-06-01,421376562.144666
USDT,2021-05-31,387468576.285174
USDT,2021-05-30,388529419.516182
USDT,2021-05-29,387797752.595137
USDT,2021-05-28,382501461.722164
USDT,2021-05-27,399937138.887821
USDT,2021-05-26,392721456.647874
USDT,2021-05-25,382856968.693965
USDT,2021-05-24,372279396.754398
USDT,2021-05-23,365764998.820937
USDT,2021-05-22,414879049.971874
USDT,2021-05-21,439040031.087468
USDT,2021-05-20,441828730.708749
USDT,2021-05-19,480452996.691064
USDT,2021-05-18,540564624.262353
USDT,2021-05-17,538561931.048721
USDT,2021-05-16,541660906.23344
USDT,2021-05-15,541792741.120352
USDT,2021-05-14,531066003.018747
USDT,2021-05-13,544574647.341603
USDT,2021-05-12,550488500.122902
USDT,2021-05-11,526993431.797016
USDT,2021-05-10,493704395.096126
USDT,2021-05-09,508075602.114578
USDT,2021-05-08,507742397.067729
USDT,2021-05-07,505645668.585017
USDT,2021-05-06,499679701.99912
USDT,2021-05-05,496342302.571482
USDT,2021-05-04,502629021.705702
USDT,2021-05-03,472471873.777531
USDT,2021-05-02,459428546.14766
USDT,2021-05-01,463940270.257609
USDT,2021-04-30,426351722.109059
USDT,2021-04-29,422051988.726738
USDT,2021-04-28,448434115.65429
USDT,2021-04-27,441771410.724747
USDT,2021-04-26,447816166.388083
USDT,2021-04-25,426876954.930444
USDT,2021-04-24,424466940.747616
USDT,2021-04-23,422715988.414017
USDT,2021-04-22,452462185.720232
USDT,2021-04-21,447090389.187964
USDT,2021-04-20,439863678.813902
USDT,2021-04-19,427913013.74986
USDT,2021-04-18,435405537.327385
USDT,2021-04-17,539072962.991686
USDT,2021-04-16,532614400.046294
USDT,2021-04-15,537778889.053846
USDT,2021-04-14,580024234.26559
USDT,2021-04-13,542886781.337317
USDT,2021-04-12,508124461.175149
USDT,2021-04-11,524963240.763321
USDT,2021-04-10,518667841.16191
USDT,2021-04-09,512666459.115119
USDT,2021-04-08,506768774.978114
USDT,2021-04-07,482047907.95908
USDT,2021-04-06,486950545.267641
USDT,2021-04-05,465581657.457633
USDT,2021-04-04,460747856.285263
USDT,2021-04-03,447018281.934649
USDT,2021-04-02,419296849.553331
USDT,2021-04-01,409755506.980135
USDT,2021-03-31,393215932.349334
USDT,2021-03-30,394190840.877525
USDT,2021-03-29,405842540.050645
USDT,2021-03-28,438780823.86597
USDT,2021-03-27,492385319.198248
USDT,2021-03-26,497895050.39969
USDT,2021-03-25,509752775.117328
USDT,2021-03-24,508425948.10343
USDT,2021-03-23,498066559.474134
USDT,2021-03-22,483531597.335573
USDT,2021-03-21,449520216.510573
USDT,2021-03-20,428420335.622633
USDT,2021-03-19,414681079.778111
USDT,2021-03-18,412534159.941956
USDT,2021-03-17,403239696.493484
USDT,2021-03-16,400666354.858749
USDT,2021-03-15,404247991.507732
USDT,2021-03-14,400120004.204119
USDT,2021-03-13,373349006.710446
USDT,2021-03-12,336611879.225306
USDT,2021-03-11,285104070.048781
USDT,2021-03-10,273804783.108449
USDT,2021-03-09,268807237.870584
USDT,2021-03-08,265186830.735873
USDT,2021-03-07,255427251.022759
USDT,2021-03-06,270957726.551561
USDT,2021-03-05,270795729.124028
USDT,2021-03-04,265506816.952424
USDT,2021-03-03,261265187.506462
USDT,2021-03-02,258853732.784603
USDT,2021-03-01,260073396.495515
USDT,2021-02-28,246420472.78689
USDT,2021-02-27,267290090.500605
USDT,2021-02-26,265798108.76336
USDT,2021-02-25,281472287.786813
USDT,2021-02-24,283503715.203723
USDT,2021-02-23,264382485.789828
USDT,2021-02-22,304803610.782575
USDT,2021-02-21,326941338.549224
USDT,2021-02-20,328785567.758773
USDT,2021-02-19,329097782.252574
USDT,2021-02-18,317507115.654738
USDT,2021-02-17,306355987.117103
USDT,2021-02-16,287614907.591149
USDT,2021-02-15,286542481.189149
USDT,2021-02-14,292717514.9113
USDT,2021-02-13,286607847.413762
USDT,2021-02-12,282744852.608459
USDT,2021-02-11,270353182.832989
USDT,2021-02-10,265824227.233286
USDT,2021-02-09,259554892.914078
USDT,2021-02-08,254946287.348098
USDT,2021-02-07,222000218.738285
USDT,2021-02-06,213373651.008292
USDT,2021-02-05,201311627.039417
USDT,2021-02-04,192181521.850206
USDT,2021-02-03,191631844.029991
USDT,2021-02-02,178594084.325407
USDT,2021-02-01,190368328.522759
USDT,2021-01-31,191000056.870065
USDT,2021-01-30,183958126.365094
USDT,2021-01-29,178399170.198951
USDT,2021-01-28,166471522.746422
USDT,2021-01-27,155966890.718159
USDT,2021-01-26,152812453.192567
USDT,2021-01-25,153203181.766667
USDT,2021-01-24,154606236.328951
USDT,2021-01-23,147420457.267684
USDT,2021-01-22,147148807.020065
USDT,2021-01-21,140347046.264932
USDT,2021-01-20,134067534.065777
USDT,2021-01-19,133368436.164271
USDT,2021-01-18,145098576.962865
USDT,2021-01-17,144441500.150041
USDT,2021-01-16,144385830.038224
USDT,2021-01-15,141781579.323076
USDT,2021-01-14,134918167.689576
USDT,2021-01-13,126926741.838729
USDT,2021-01-12,123454601.326717
USDT,2021-01-11,119571531.357093
USDT,2021-01-10,128173012.092633
USDT,2021-01-09,119167762.411929
USDT,2021-01-08,130203559.674932
USDT,2021-01-07,126358955.166108
USDT,2021-01-06,120242573.830329
USDT,2021-01-05,108812577.527724
USDT,2021-01-04,106577471.760491
USDT,2021-01-03,95050357.078873
USDT,2021-01-02,84541531.590724
USDT,2021-01-01,83189383.368105
USDT,2020-12-31,78555767.377758
USDT,2020-12-30,76626794.112817
USDT,2020-12-29,77599540.693877
USDT,2020-12-28,77561423.372565
USDT,2020-12-27,72917085.317823
USDT,2020-12-26,77492944.124943
USDT,2020-12-25,68816437.071736
USDT,2020-12-24,64503387.717752
USDT,2020-12-23,62720080.34332
USDT,2020-12-22,64234176.056759
USDT,2020-12-21,62080627.979875
USDT,2020-12-20,66700370.245316
USDT,2020-12-19,64027024.085653
USDT,2020-12-18,63455103.353312
USDT,2020-12-17,62466284.608987
USDT,2020-12-16,55856516.98638
USDT,2020-12-15,58176250.49291
USDT,2020-12-14,58916485.346491
USDT,2020-12-13,58508102.11661
USDT,2020-12-12,56541661.37085
USDT,2020-12-11,55166726.500222
USDT,2020-12-10,54477311.152763
USDT,2020-12-09,54478209.667384
USDT,2020-12-08,52980382.141938
USDT,2020-12-07,50486151.46885
USDT,2020-12-06,46253343.575969
USDT,2020-12-05,44802379.270576
USDT,2020-12-04,42056184.158469
USDT,2020-12-03,41199955.698247
USDT,2020-12-02,39509308.020835
USDT,2020-12-01,45301718.131493
USDT,2020-11-30,47091752.737495
USDT,2020-11-29,48585804.783309
USDT,2020-11-28,48881165.478025
USDT,2020-11-27,42937230.07449
USDT,2020-11-26,42697707.952461
USDT,2020-11-25,45983660.260651
USDT,2020-11-24,44513381.943353
USDT,2020-11-23,38838149.436093
USDT,2020-11-22,36227364.878098
USDT,2020-11-21,36549112.842815
USDT,2020-11-20,36690295.640632
USDT,2020-11-19,35613374.53507
USDT,2020-11-18,34644535.468259
USDT,2020-11-17,30642194.730962
USDT,2020-11-16,28517915.809857
USDT,2020-11-15,26989357.620513
USDT,2020-11-14,27894050.796386
USDT,2020-11-13,29615623.882545
USDT,2020-11-12,32796721.281769
USDT,2020-11-11,30625997.868709
USDT,2020-11-10,29260218.097805
USDT,2020-11-09,31207418.51536
USDT,2020-11-08,30293584.040143
USDT,2020-11-07,31351179.22537
USDT,2020-11-06,28862488.611398
USDT,2020-11-05,28844746.103579
USDT,2020-11-04,28941163.789307
USDT,2020-11-03,28488263.831077
USDT,2020-11-02,28591381.806766
USDT,2020-11-01,30391385.620981
USDT,2020-10-31,29344264.509047
USDT,2020-10-30,28897937.327489
USDT,2020-10-29,28803381.27351
USDT,2020-10-28,29394378.013781
USDT,2020-10-27,30665195.647597
USDT,2020-10-26,30803806.422945
USDT,2020-10-25,31550443.405853
USDT,2020-10-24,31506947.985662
USDT,2020-10-23,34265898.801443
USDT,2020-10-22,33569515.974724
USDT,2020-10-21,34141355.096075
USDT,2020-10-20,29767474.177085
USDT,2020-10-19,27180526.457429
USDT,2020-10-18,27422635.061114
USDT,2020-10-17,29103907.417704
USDT,2020-10-16,29419662.6123
USDT,2020-10-15,28467150.635212
USDT,2020-10-14,30065713.713335
USDT,2020-10-13,28462615.708769
USDT,2020-10-12,29308165.774754
USDT,2020-10-11,28176239.085206
USDT,2020-10-10,25840375.675715
USDT,2020-10-09,24986431.5329
USDT,2020-10-08,26599681.50632
USDT,2020-10-07,23483042.109283
USDT,2020-10-06,23295186.12661
USDT,2020-10-05,22640351.407299
USDT,2020-10-04,21278200.827428
USDT,2020-10-03,21467073.183439
USDT,2020-10-02,19949170.48729
USDT,2020-10-01,19427592.90143
USDT,2020-09-30,19243026.758008
USDT,2020-09-29,19798453.874014
USDT,2020-09-28,16854967.513724
USDT,2020-09-27,15700415.250026
USDT,2020-09-26,14880405.401389
USDT,2020-09-25,14901331.619635
USDT,2020-09-24,15001122.395406
USDT,2020-09-23,13994778.211587
USDT,2020-09-22,14439704.49739
USDT,2020-09-21,13828905.857829
USDT,2020-09-20,14202462.099061
USDT,2020-09-19,14228574.767635
USDT,2020-09-18,14426199.622472
USDT,2020-09-17,14973790.696306
USDT,2020-09-16,22365997.631962
USDT,2020-09-15,23364970.495253
USDT,2020-09-14,23603291.437235
USDT,2020-09-13,17638332.103634
USDT,2020-09-12,17110105.791537
USDT,2020-09-11,17393205.532548
USDT,2020-09-10,14586164.011656
USDT,2020-09-09,12820127.474725
USDT,2020-09-08,13736918.573393
USDT,2020-09-07,13882055.350584
USDT,2020-09-06,13902363.272863
USDT,2020-09-05,14097992.732682
USDT,2020-09-04,14138898.212504
USDT,2020-09-03,15176416.116231
USDT,2020-09-02,18178091.211226
USDT,2020-09-01,19063451.661517
USDT,2020-08-31,18593952.00756
USDT,2020-08-30,18027443.244217
USDT,2020-08-29,16546749.080558
USDT,2020-08-28,15210722.587348
USDT,2020-08-27,14467902.344409
USDT,2020-08-26,13313983.848988
USDT,2020-08-25,13583968.664477
USDT,2020-08-24,13949795.062582
USDT,2020-08-23,10864095.365518
USDT,2020-08-22,9424118.133457
USDT,2020-08-21,8598876.761879
USDT,2020-08-20,8257249.525786
USDT,2020-08-19,7365650.105016
USDT,2020-08-18,6603192.879074
USDT,2020-08-17,6366658.68811
USDT,2020-08-16,12411987.582665
USDT,2020-08-15,6446424.17931
USDT,2020-08-14,18048180.409149
USDT,2020-08-13,4635074.83296
USDT,2020-08-12,4696056.674991
USDT,2020-08-11,4579250.109059
USDT,2020-08-10,4605536.5541
USDT,2020-08-09,4289037.69087
USDT,2020-08-08,9133643.32888
USDT,2020-08-07,8961710.416884
USDT,2020-08-06,9029164.591354
USDT,2020-08-05,8863674.821942
USDT,2020-08-04,9587394.826091
USDT,2020-08-03,8723845.985599
USDT,2020-08-02,15827375.882631
USDT,2020-08-01,12886979.99831
USDT,2020-07-31,12089917.415678
USDT,2020-07-30,5782989.119559
USDT,2020-07-29,8819341.140009
USDT,2020-07-28,7702405.131741
USDT,2020-07-27,8670980.696638
USDT,2020-07-26,9269519.430143
USDT,2020-07-25,15796317.945129
USDT,2020-07-24,8202574.516283
USDT,2020-07-23,8717413.148652
USDT,2020-07-22,8668424.22236
USDT,2020-07-21,8755405.064702
USDT,2020-07-20,7664850.026277
USDT,2020-07-19,7983756.993706
USDT,2020-07-18,9248565.706933
USDT,2020-07-17,9253138.006416
USDT,2020-07-16,11976081.166182
USDT,2020-07-15,13043478.713749
USDT,2020-07-14,16355932.490265
USDT,2020-07-13,16578146.799998
USDT,2020-07-12,17000335.113026
USDT,2020-07-11,17086210.730966
USDT,2020-07-10,17081457.638064
USDT,2020-07-09,17980384.341496
USDT,2020-07-08,18298913.213386
USDT,2020-07-07,18291150.356915
USDT,2020-07-06,20954632.10778
USDT,2020-07-05,20514882.383573
USDT,2020-07-04,21575612.017468
USDT,2020-07-03,25615656.624778
USDT,2020-07-02,30646899.232663
USDT,2020-07-01,32506161.459164
USDT,2020-06-30,33301075.060072
USDT,2020-06-29,32751268.907804
USDT,2020-06-28,33204955.981804
USDT,2020-06-27,34024816.082881
USDT,2020-06-26,35741494.315038
USDT,2020-06-25,45441481.947011
USDT,2020-06-24,51341424.461477
USDT,2020-06-23,54185499.275687
USDT,2020-06-22,58134377.266518
USDT,2020-06-21,84729258.560255
USDT,2020-06-20,142741346.324671
USDT,2020-06-19,160084506.695887
USDT,2020-06-18,118094972.563288
USDT,2020-06-17,68205823.577105
USDT,2020-06-16,44042448.546104
USDT,2020-06-15,15877070.9709
