symbol,ds,current_variable_debt
USDC,2022-11-29,459915083.9647889
USDC,2022-11-30,459789231.9417911
USDC,2022-12-01,491321962.5040297
USDC,2022-12-02,475558993.77824783
USDC,2022-12-03,474062934.74946487
USDC,2022-12-04,475750337.1398255
USDC,2022-12-05,473259912.19753873
USDC,2022-12-06,475531169.5541702
USDC,2022-12-07,474178408.50910175
USDC,2022-12-08,473536196.4256856
USDC,2022-12-09,476880186.9449501
USDC,2022-12-10,479483800.9858012
USDC,2022-12-11,480048153.42152447
USDC,2022-12-12,484341292.2950273
USDC,2022-12-13,493070225.7716088
USDC,2022-12-14,492773453.5636504
USDC,2022-12-15,488105379.9634028
USDC,2022-12-16,492238351.4303536
USDC,2022-12-17,493258407.3930141
USDC,2022-12-18,493340863.165317
USDC,2022-12-19,486238305.1346898
USDC,2022-12-20,484213123.9926506
USDC,2022-12-21,480511978.33072543
USDC,2022-12-22,479668430.6472303
USDC,2022-12-23,479993975.488565
USDC,2022-12-24,476681269.0856323
USDC,2022-12-25,476702278.21610206
USDC,2022-12-26,477482794.9991604
USDC,2022-12-27,480185950.95004827
USDC,2022-12-28,483128382.6544444
USDC,2022-12-29,482252091.81793743
USDC,2022-12-30,482461603.684134
USDC,2022-12-31,481434028.02748346
USDC,2023-01-01,481483369.3775072
USDC,2023-01-02,482157569.6896367
USDC,2023-01-03,481204002.0774468
USDC,2023-01-04,475960008.5244208
USDC,2023-01-05,476130860.0214126
USDC,2023-01-06,472538989.0807149
USDC,2023-01-07,474104087.2025784
USDC,2023-01-08,474622093.97226775
USDC,2023-01-09,467776568.2845234
USDC,2023-01-10,469776189.3027568
USDC,2023-01-11,469941010.4308519
USDC,2023-01-12,474371266.9085849
USDC,2023-01-13,478039236.6142528
USDC,2023-01-14,493827530.6283308
USDC,2023-01-15,500093187.0726964
USDC,2023-01-16,516885917.3397508
USDC,2023-01-17,521554213.2976893
USDC,2023-01-18,525802849.5340386
USDC,2023-01-19,526343487.3876928
USDC,2023-01-20,519845987.83442414
USDC,2023-01-21,534225694.9511944
USDC,2023-01-22,562040675.4378128
USDC,2023-01-23,552100818.9176949
USDC,2023-01-24,553062535.7537133
USDC,2023-01-25,534995410.42148775
USDC,2023-01-26,537081528.4644406
USDC,2023-01-27,536887475.2195436
USDC,2023-01-28,517527071.132222
USDC,2023-01-29,549861626.5784215
USDC,2023-01-30,560829443.90603
USDC,2023-01-31,536069348.9153142
USDC,2023-02-01,535386677.7757478
USDC,2023-02-02,556797682.3333902
USDC,2023-02-03,575861812.8070279
USDC,2023-02-04,583859722.9321078
USDC,2023-02-05,581096948.6750658
USDC,2023-02-06,555576450.2176481
USDC,2023-02-07,562099357.828669
USDC,2023-02-08,568452264.9691446
USDC,2023-02-09,552595900.6303489
USDC,2023-02-10,540474914.0858463
USDC,2023-02-11,531619217.2212013
USDC,2023-02-12,519606513.3170672
USDC,2023-02-13,588227274.5250108
USDC,2023-02-14,593209869.8008039
USDC,2023-02-15,595955886.5478053
USDC,2023-02-16,603175710.4841152
USDC,2023-02-17,546371677.6241127
USDC,2023-02-18,567322546.2709054
USDC,2023-02-19,569609055.9342004
USDC,2023-02-20,573375736.8368518
USDC,2023-02-21,586394520.4503149
USDC,2023-02-22,585568044.3926021
USDC,2023-02-23,598451542.3298602
USDC,2023-02-24,580630655.7377876
USDC,2023-02-25,581455595.6962807
USDC,2023-02-26,587740601.970159
USDC,2023-02-27,577063894.330525
USDC,2023-02-28,574028403.1639352
USDC,2023-03-01,592334654.7962834
USDC,2023-03-02,559534057.3792518
USDC,2023-03-03,581613293.5807211
USDC,2023-03-04,562027455.6090101
USDC,2023-03-05,561392380.0526489
USDC,2023-03-06,604278476.617789
USDC,2023-03-07,604766372.8562951
USDC,2023-03-08,578896264.3149675
USDC,2023-03-09,568346597.918409
USDC,2023-03-10,581281193.8772968
USDC,2023-03-11,423226800.6916193
USDC,2023-03-12,535152197.5772601
USDC,2023-03-13,554591485.5697689
USDC,2023-03-14,496263277.8254952
USDC,2023-03-15,509598987.1732823
USDC,2023-03-16,453904670.1304736
USDC,2023-03-17,468765103.1646648
USDC,2023-03-18,472768344.4612949
USDC,2023-03-19,410650001.1263745
USDC,2023-03-20,476956290.9367014
USDC,2023-03-21,454837505.2530135
USDC,2023-03-22,426215962.56215256
USDC,2023-03-23,420741976.5158758
USDC,2023-03-24,503427295.3857513
USDC,2023-03-25,425250708.8589189
USDC,2023-03-26,425996202.3901895
USDC,2023-03-27,477917144.9653772
USDC,2023-03-28,429936263.1437403
USDC,2023-03-29,431743778.2439116
USDC,2023-03-30,433194570.6908862
USDC,2023-03-31,439799193.5801296
